255,1257,289
256,1257,288
257,1254,286
258,1251,285
259,1235,283
260,1236,278
261,1236,278
262,1236,279
263,1233,285
264,1229,286
265,1216,295
266,1212,296
267,1228,294
268,1223,296
269,1218,295
270,1210,299
271,1188,294
272,1179,293
273,1182,293
274,1174,297
275,1140,298
276,1150,297
277,1153,295
278,1147,296
279,1146,296
280,1143,297
281,1137,300
282,1127,301
283,1125,303
284,1104,303
285,1112,303
286,1036,314
287,1052,307
288,1051,309
289,1052,308
290,1049,310
291,1034,311
292,1059,306
293,1057,308
294,1061,306
295,1061,308
296,1059,308
297,1056,308
298,1048,292
299,1042,291
300,1037,283
301,1031,278
302,1023,273
303,1013,269
304,1008,269
305,1004,269
306,1000,270
307,992,271
308,981,270
309,961,269
310,954,268
311,951,267
312,949,265
313,930,274
314,936,255
315,930,252
316,919,251
317,913,245
318,903,244
319,902,243
320,895,247
321,889,249
322,881,248
323,877,249
324,859,247
325,855,246
326,840,246
327,837,245
328,833,240
329,824,237
330,816,229
331,804,234
332,806,225
333,800,229
334,788,229
335,780,234
336,775,235
337,766,231
338,759,234
339,750,238
340,744,239
341,739,238
342,734,238
343,724,233
344,718,230
345,711,232
346,703,232
347,699,229
348,696,232
349,687,227
350,684,226
351,677,225
352,670,227
353,665,228
354,653,226
355,646,230
356,642,230
357,638,231
358,632,232
359,627,231
360,621,233
361,615,231
362,603,227
363,597,226
364,588,224
365,585,225
366,580,219
367,576,217
368,567,214
369,561,215
370,551,214
371,541,215
372,532,218
373,527,218
374,523,218
375,521,220
376,508,220
377,495,220
378,490,220
379,484,220
380,483,220
381,468,213
382,464,216
383,459,215
384,454,214
385,449,215
386,445,211
387,441,212
388,432,212
389,422,211
390,410,212
391,404,212
392,398,211
393,392,216
394,382,218
395,376,221
396,370,222
397,365,223
398,357,223
399,356,223
400,359,224
401,335,219
402,332,216
403,325,219
406,320,227
407,314,226
408,309,236
409,244,257
411,272,255
412,274,259
416,294,310
