242,26,575
243,32,574
244,26,574
245,32,573
246,42,571
247,45,571
248,46,575
249,43,571
250,39,571
251,43,569
252,46,570
253,47,572
254,53,572
255,58,569
256,60,573
257,67,572
258,70,572
259,81,567
260,86,566
261,90,566
262,92,565
263,89,568
264,96,564
265,102,561
266,116,558
267,118,556
268,127,555
269,133,550
270,137,553
271,140,550
272,137,548
273,141,547
274,149,544
275,154,539
276,157,539
277,158,539
278,163,538
279,177,533
280,181,533
281,183,533
285,197,536
286,207,528
287,207,534
288,226,528
289,214,536
290,218,536
291,221,536
292,226,537
293,232,534
294,238,531
295,244,529
296,255,529
297,260,529
298,268,525
299,274,524
300,279,523
301,284,522
302,290,521
303,294,521
304,302,520
305,307,517
306,312,513
307,319,516
308,325,514
309,333,513
310,342,512
311,349,513
312,352,513
313,352,514
314,357,513
315,363,511
316,368,508
317,374,507
318,380,506
319,384,503
320,393,502
321,393,501
322,408,501
323,416,500
324,420,499
325,423,498
326,427,496
327,429,495
328,433,494
329,439,492
330,441,492
331,446,491
332,450,491
333,458,491
334,463,490
335,469,491
336,474,492
337,478,491
338,486,490
339,486,491
340,490,491
341,493,491
342,498,489
343,502,488
344,504,486
345,510,486
346,513,486
347,516,486
348,520,485
349,524,486
350,530,485
351,532,486
352,535,485
353,539,484
354,541,483
355,543,481
356,551,472
357,546,474
361,558,456
362,562,451
363,566,440
364,566,431
365,572,423
366,577,419
367,581,415
368,585,415
369,590,413
370,594,406
371,599,405
372,604,404
373,608,403
374,611,402
375,619,401
376,626,401
377,629,401
378,635,401
379,638,401
380,646,401
381,649,401
382,657,403
383,663,404
384,671,406
385,674,407
386,682,410
387,689,412
388,693,416
389,697,417
390,702,419
391,707,421
392,714,422
393,718,423
394,726,423
395,738,425
396,746,425
397,751,426
398,750,423
399,758,424
400,763,424
401,769,425
402,773,425
403,785,430
404,791,432
405,792,432
406,801,433
407,807,437
408,816,442
409,819,439
410,823,444
411,831,448
412,842,448
413,847,444
414,856,442
415,863,439
416,872,443
417,871,438
418,881,437
419,889,435
420,895,435
421,899,435
422,908,436
423,913,437
424,918,438
425,924,438
426,929,437
427,939,440
428,944,440
429,951,443
430,960,445
431,965,446
432,971,446
433,977,443
434,981,443
435,984,442
436,988,441
437,994,439
438,997,439
439,1017,441
440,1022,439
441,1030,445
442,1037,445
443,1043,447
444,1059,448
445,1065,452
446,1071,454
447,1076,455
448,1085,454
449,1096,452
450,1099,453
451,1103,453
452,1105,453
453,1115,453
454,1119,453
455,1127,455
456,1132,454
457,1139,454
458,1146,453
459,1152,453
460,1162,453
461,1153,446
462,1171,445
463,1179,444
464,1187,442
465,1212,444
466,1220,440
467,1227,437
468,1209,433
469,1235,433
470,1229,429
471,1256,430
472,1262,430
473,1266,429
